Differenztemperaturlogger wurde am 09.12.2022 um 16:39:26 gestartet.;
Zeitstempel;Sensor 4 - Sensor 2 [°C]
09.12.2022 16:39:26;3,303
09.12.2022 16:41:26;3,303
09.12.2022 16:43:26;3,303
09.12.2022 16:45:26;3,303
09.12.2022 16:47:26;3,303
09.12.2022 16:49:26;3,37
09.12.2022 16:51:26;3,37
09.12.2022 16:53:26;3,37
09.12.2022 16:55:26;3,404
09.12.2022 16:57:26;3,404
09.12.2022 16:59:26;3,371
09.12.2022 17:01:26;3,371
09.12.2022 17:03:26;3,371
09.12.2022 17:05:26;3,337
09.12.2022 17:07:26;3,371
09.12.2022 17:09:26;3,371
09.12.2022 17:11:26;3,371
09.12.2022 17:13:26;3,37
09.12.2022 17:15:26;3,404
09.12.2022 17:17:26;3,37
09.12.2022 17:19:26;3,336
09.12.2022 17:21:26;3,37
09.12.2022 17:23:26;3,303
09.12.2022 17:25:26;3,336
09.12.2022 17:27:26;3,37
09.12.2022 17:29:26;3,337
09.12.2022 17:31:26;3,37
09.12.2022 17:33:26;3,303
09.12.2022 17:35:26;3,337
09.12.2022 17:37:26;3,336
09.12.2022 17:39:26;3,303
09.12.2022 17:41:26;3,336
09.12.2022 17:43:26;3,336
09.12.2022 17:45:26;3,268
09.12.2022 17:47:26;3,302
09.12.2022 17:49:26;3,302
09.12.2022 17:51:26;3,302
09.12.2022 17:53:26;3,268
09.12.2022 17:55:26;3,336
09.12.2022 17:57:26;3,302
09.12.2022 17:59:26;3,303
09.12.2022 18:01:26;3,269
09.12.2022 18:03:26;3,302
09.12.2022 18:05:26;3,302
09.12.2022 18:07:26;3,303
09.12.2022 18:09:26;3,303
09.12.2022 18:11:26;3,269
09.12.2022 18:13:26;3,235
09.12.2022 18:15:26;3,235
09.12.2022 18:17:26;3,269
09.12.2022 18:19:26;3,269
09.12.2022 18:21:26;3,235
09.12.2022 18:23:26;3,235
09.12.2022 18:25:26;3,268
09.12.2022 18:27:26;3,268
09.12.2022 18:29:26;3,234
09.12.2022 18:31:26;3,302
09.12.2022 18:33:26;3,268
09.12.2022 18:35:26;3,234
09.12.2022 18:37:26;3,268
09.12.2022 18:39:26;3,268
09.12.2022 18:41:26;3,234
09.12.2022 18:43:26;3,268
09.12.2022 18:45:26;3,268
09.12.2022 18:47:26;3,201
09.12.2022 18:49:26;3,301
09.12.2022 18:51:26;3,268
09.12.2022 18:53:26;3,268
09.12.2022 18:55:26;3,268
09.12.2022 18:57:26;3,201
09.12.2022 18:59:26;3,268
09.12.2022 19:01:26;3,268
09.12.2022 19:03:26;3,234
09.12.2022 19:05:26;3,234
09.12.2022 19:07:26;3,302
09.12.2022 19:09:26;3,234
09.12.2022 19:11:26;3,268
09.12.2022 19:13:26;3,268
09.12.2022 19:15:26;3,234
09.12.2022 19:17:26;3,268
09.12.2022 19:19:26;3,268
09.12.2022 19:21:26;3,268
09.12.2022 19:23:26;3,234
09.12.2022 19:25:26;3,268
09.12.2022 19:27:26;3,268
09.12.2022 19:29:26;3,234
09.12.2022 19:31:26;3,267
09.12.2022 19:33:26;3,267
09.12.2022 19:35:26;3,234
09.12.2022 19:37:26;3,301
09.12.2022 19:39:26;3,301
09.12.2022 19:41:26;3,234
09.12.2022 19:43:26;3,234
09.12.2022 19:45:26;3,268
09.12.2022 19:47:26;3,268
09.12.2022 19:49:26;3,234
09.12.2022 19:51:26;3,234
09.12.2022 19:53:26;3,234
09.12.2022 19:55:26;3,234
09.12.2022 19:57:26;3,234
09.12.2022 19:59:26;3,234
09.12.2022 20:01:26;3,2
09.12.2022 20:03:26;3,234
09.12.2022 20:05:26;3,234
09.12.2022 20:07:26;3,234
09.12.2022 20:09:26;3,2
09.12.2022 20:11:26;3,234
09.12.2022 20:13:26;3,234
09.12.2022 20:15:26;3,234
09.12.2022 20:17:26;3,2
09.12.2022 20:19:26;3,234
09.12.2022 20:21:26;3,234
09.12.2022 20:23:26;3,2
09.12.2022 20:25:26;3,234
09.12.2022 20:27:26;3,233
09.12.2022 20:29:26;3,166
09.12.2022 20:31:26;3,233
09.12.2022 20:33:26;3,233
09.12.2022 20:35:26;3,233
09.12.2022 20:37:26;3,233
09.12.2022 20:39:26;3,199
09.12.2022 20:41:26;3,166
09.12.2022 20:43:26;3,199
09.12.2022 20:45:26;3,199
09.12.2022 20:47:26;3,233
09.12.2022 20:49:26;3,233
09.12.2022 20:51:26;3,2
09.12.2022 20:53:26;3,166
09.12.2022 20:55:26;3,166
09.12.2022 20:57:26;3,267
09.12.2022 20:59:26;3,2
09.12.2022 21:01:26;3,2
09.12.2022 21:03:26;3,2
09.12.2022 21:05:26;3,166
09.12.2022 21:07:26;3,234
09.12.2022 21:09:26;3,2
09.12.2022 21:11:26;3,2
09.12.2022 21:13:26;3,166
09.12.2022 21:15:26;3,2
09.12.2022 21:17:26;3,2
09.12.2022 21:19:26;3,132
09.12.2022 21:21:26;3,2
09.12.2022 21:23:26;3,2
09.12.2022 21:25:26;3,2
09.12.2022 21:27:26;3,166
09.12.2022 21:29:26;3,2
09.12.2022 21:31:26;3,233
09.12.2022 21:33:26;3,2
09.12.2022 21:35:26;3,234
09.12.2022 21:37:26;3,2
09.12.2022 21:39:26;3,2
09.12.2022 21:41:26;3,233
09.12.2022 21:43:26;3,233
09.12.2022 21:45:26;3,233
09.12.2022 21:47:26;3,199
09.12.2022 21:49:26;3,199
09.12.2022 21:51:26;3,199
09.12.2022 21:53:26;3,199
09.12.2022 21:55:26;3,199
09.12.2022 21:57:26;3,199
09.12.2022 21:59:26;3,233
09.12.2022 22:01:26;3,233
09.12.2022 22:03:26;3,199
09.12.2022 22:05:26;3,233
09.12.2022 22:07:26;3,199
09.12.2022 22:09:26;3,199
09.12.2022 22:11:26;3,199
09.12.2022 22:13:26;3,233
09.12.2022 22:15:26;3,199
09.12.2022 22:17:26;3,199
09.12.2022 22:19:26;3,166
09.12.2022 22:21:26;3,266
09.12.2022 22:23:26;3,267
09.12.2022 22:25:26;3,266
09.12.2022 22:27:26;3,233
09.12.2022 22:29:26;3,233
09.12.2022 22:31:26;3,233
09.12.2022 22:33:26;3,266
09.12.2022 22:35:26;3,2
09.12.2022 22:37:26;3,266
09.12.2022 22:39:26;3,266
09.12.2022 22:41:26;3,2
09.12.2022 22:43:26;3,233
09.12.2022 22:45:26;3,2
09.12.2022 22:47:26;3,233
09.12.2022 22:49:26;3,233
09.12.2022 22:51:26;3,267
09.12.2022 22:53:26;3,233
09.12.2022 22:55:26;3,233
09.12.2022 22:57:26;3,233
09.12.2022 22:59:26;3,233
09.12.2022 23:01:26;3,301
09.12.2022 23:03:26;3,267
09.12.2022 23:05:26;3,267
09.12.2022 23:07:26;3,267
09.12.2022 23:09:26;3,267
09.12.2022 23:11:26;3,199
09.12.2022 23:13:26;3,233
09.12.2022 23:15:26;3,267
09.12.2022 23:17:26;3,233
09.12.2022 23:19:26;3,267
09.12.2022 23:21:26;3,267
09.12.2022 23:23:26;3,233
09.12.2022 23:25:26;3,267
09.12.2022 23:27:26;3,233
09.12.2022 23:29:26;3,233
09.12.2022 23:31:26;3,267
09.12.2022 23:33:26;3,267
09.12.2022 23:35:26;3,267
09.12.2022 23:37:26;3,199
09.12.2022 23:39:26;3,233
09.12.2022 23:41:26;3,233
09.12.2022 23:43:26;3,233
09.12.2022 23:45:26;3,233
09.12.2022 23:47:26;3,233
09.12.2022 23:49:26;3,233
09.12.2022 23:51:26;3,267
09.12.2022 23:53:26;3,233
09.12.2022 23:55:26;3,233
09.12.2022 23:57:26;3,233
09.12.2022 23:59:26;3,233
10.12.2022 00:01:26;3,233
10.12.2022 00:03:26;3,199
10.12.2022 00:05:26;3,233
10.12.2022 00:07:26;3,267
10.12.2022 00:09:26;3,267
10.12.2022 00:11:26;3,233
10.12.2022 00:13:26;3,199
10.12.2022 00:15:26;3,233
10.12.2022 00:17:26;3,267
10.12.2022 00:19:26;3,267
10.12.2022 00:21:26;3,233
10.12.2022 00:23:26;3,233
10.12.2022 00:25:26;3,233
10.12.2022 00:27:26;3,266
10.12.2022 00:29:26;3,233
10.12.2022 00:31:26;3,199
10.12.2022 00:33:26;3,266
10.12.2022 00:35:26;3,199
10.12.2022 00:37:26;3,233
10.12.2022 00:39:26;3,199
10.12.2022 00:41:26;3,199
10.12.2022 00:43:26;3,199
10.12.2022 00:45:26;3,233
10.12.2022 00:47:26;3,233
10.12.2022 00:49:26;3,233
10.12.2022 00:51:26;3,232
10.12.2022 00:53:26;3,199
10.12.2022 00:55:26;3,199
10.12.2022 00:57:26;3,165
10.12.2022 00:59:26;3,166
10.12.2022 01:01:26;3,199
10.12.2022 01:03:26;3,199
10.12.2022 01:05:26;3,199
10.12.2022 01:07:26;3,232
10.12.2022 01:09:26;3,199
10.12.2022 01:11:26;3,233
10.12.2022 01:13:26;3,166
10.12.2022 01:15:26;3,166
10.12.2022 01:17:26;3,165
10.12.2022 01:19:26;3,166
10.12.2022 01:21:26;3,233
10.12.2022 01:23:26;3,199
10.12.2022 01:25:26;3,166
10.12.2022 01:27:26;3,199
10.12.2022 01:29:26;3,166
10.12.2022 01:31:26;3,199
10.12.2022 01:33:26;3,232
10.12.2022 01:35:26;3,199
10.12.2022 01:37:26;3,132
10.12.2022 01:39:26;3,166
10.12.2022 01:41:26;3,199
10.12.2022 01:43:26;3,199
10.12.2022 01:45:26;3,166
10.12.2022 01:47:26;3,199
10.12.2022 01:49:26;3,199
10.12.2022 01:51:26;3,199
10.12.2022 01:53:26;3,166
10.12.2022 01:55:26;3,166
10.12.2022 01:57:26;3,166
10.12.2022 01:59:26;3,166
10.12.2022 02:01:26;3,166
10.12.2022 02:03:26;3,166
10.12.2022 02:05:26;3,199
10.12.2022 02:07:26;3,166
10.12.2022 02:09:26;3,166
10.12.2022 02:11:26;3,132
10.12.2022 02:13:26;3,166
10.12.2022 02:15:26;3,165
10.12.2022 02:17:26;3,165
10.12.2022 02:19:26;3,199
10.12.2022 02:21:26;3,199
10.12.2022 02:23:26;3,199
10.12.2022 02:25:26;3,199
10.12.2022 02:27:26;3,166
10.12.2022 02:29:26;3,199
10.12.2022 02:31:26;3,199
10.12.2022 02:33:26;3,233
10.12.2022 02:35:26;3,199
10.12.2022 02:37:26;3,233
10.12.2022 02:39:26;3,199
10.12.2022 02:41:26;3,199
10.12.2022 02:43:26;3,233
10.12.2022 02:45:26;3,199
10.12.2022 02:47:26;3,165
10.12.2022 02:49:26;3,267
10.12.2022 02:51:26;3,165
10.12.2022 02:53:26;3,199
10.12.2022 02:55:26;3,233
10.12.2022 02:57:26;3,233
10.12.2022 02:59:26;3,199
10.12.2022 03:01:26;3,266
10.12.2022 03:03:26;3,266
10.12.2022 03:05:26;3,233
10.12.2022 03:07:26;3,233
10.12.2022 03:09:26;3,199
10.12.2022 03:11:26;3,199
10.12.2022 03:13:26;3,232
10.12.2022 03:15:26;3,266
10.12.2022 03:17:26;3,232
10.12.2022 03:19:26;3,232
10.12.2022 03:21:26;3,232
10.12.2022 03:23:26;3,199
10.12.2022 03:25:26;3,233
10.12.2022 03:27:26;3,232
10.12.2022 03:29:26;3,232
10.12.2022 03:31:26;3,266
10.12.2022 03:33:26;3,232
10.12.2022 03:35:26;3,232
10.12.2022 03:37:26;3,165
10.12.2022 03:39:26;3,266
10.12.2022 03:41:26;3,199
10.12.2022 03:43:26;3,232
10.12.2022 03:45:26;3,232
10.12.2022 03:47:26;3,199
10.12.2022 03:49:26;3,266
10.12.2022 03:51:26;3,198
10.12.2022 03:53:26;3,232
10.12.2022 03:55:26;3,198
10.12.2022 03:57:26;3,232
10.12.2022 03:59:26;3,232
10.12.2022 04:01:26;3,266
10.12.2022 04:03:26;3,266
10.12.2022 04:05:26;3,232
10.12.2022 04:07:26;3,198
10.12.2022 04:09:26;3,266
10.12.2022 04:11:26;3,266
10.12.2022 04:13:26;3,232
10.12.2022 04:15:26;3,266
10.12.2022 04:17:26;3,232
10.12.2022 04:19:26;3,233
10.12.2022 04:21:26;3,266
10.12.2022 04:23:26;3,3
10.12.2022 04:25:26;3,232
10.12.2022 04:27:26;3,266
10.12.2022 04:29:26;3,232
10.12.2022 04:31:26;3,266
10.12.2022 04:33:26;3,266
10.12.2022 04:35:26;3,232
10.12.2022 04:37:26;3,266
10.12.2022 04:39:26;3,266
10.12.2022 04:41:26;3,266
10.12.2022 04:43:26;3,3
10.12.2022 04:45:26;3,266
10.12.2022 04:47:26;3,266
10.12.2022 04:49:26;3,266
10.12.2022 04:51:26;3,266
10.12.2022 04:53:26;3,233
10.12.2022 04:55:26;3,333
10.12.2022 04:57:26;3,3
10.12.2022 04:59:26;3,267
10.12.2022 05:01:26;3,3
10.12.2022 05:03:26;3,266
10.12.2022 05:05:26;3,266
10.12.2022 05:07:26;3,267
10.12.2022 05:09:26;3,267
10.12.2022 05:11:26;3,3
10.12.2022 05:13:26;3,267
10.12.2022 05:15:26;3,3
10.12.2022 05:17:26;3,266
10.12.2022 05:19:26;3,267
10.12.2022 05:21:26;3,3
10.12.2022 05:23:26;3,3
10.12.2022 05:25:26;3,3
10.12.2022 05:27:26;3,267
10.12.2022 05:29:26;3,3
10.12.2022 05:31:26;3,333
10.12.2022 05:33:26;3,3
10.12.2022 05:35:26;3,3
10.12.2022 05:37:26;3,3
10.12.2022 05:39:26;3,3
10.12.2022 05:41:26;3,3
10.12.2022 05:43:26;3,3
10.12.2022 05:45:26;3,266
10.12.2022 05:47:26;3,334
10.12.2022 05:49:26;3,3
10.12.2022 05:51:26;3,334
10.12.2022 05:53:26;3,334
10.12.2022 05:55:26;3,334
10.12.2022 05:57:26;3,3
10.12.2022 05:59:26;3,334
10.12.2022 06:01:26;3,3
10.12.2022 06:03:26;3,3
10.12.2022 06:05:26;3,334
10.12.2022 06:07:26;3,3
10.12.2022 06:09:26;3,3
10.12.2022 06:11:26;3,3
10.12.2022 06:13:26;3,334
10.12.2022 06:15:26;3,334
10.12.2022 06:17:26;3,266
10.12.2022 06:19:26;3,334
10.12.2022 06:21:26;3,334
10.12.2022 06:23:26;3,334
10.12.2022 06:25:26;3,3
10.12.2022 06:27:26;3,334
10.12.2022 06:29:26;3,3
10.12.2022 06:31:26;3,3
10.12.2022 06:33:26;3,334
10.12.2022 06:35:26;3,334
10.12.2022 06:37:26;3,3
10.12.2022 06:39:26;3,3
10.12.2022 06:41:26;3,334
10.12.2022 06:43:26;3,3
10.12.2022 06:45:26;3,3
10.12.2022 06:47:26;3,3
10.12.2022 06:49:26;3,266
10.12.2022 06:51:26;3,334
10.12.2022 06:53:26;3,3
10.12.2022 06:55:26;3,3
10.12.2022 06:57:26;3,3
10.12.2022 06:59:26;3,3
10.12.2022 07:01:26;3,334
10.12.2022 07:03:26;3,3
10.12.2022 07:05:26;3,266
10.12.2022 07:07:26;3,3
10.12.2022 07:09:26;3,3
10.12.2022 07:11:26;3,3
10.12.2022 07:13:26;3,3
10.12.2022 07:15:26;3,267
10.12.2022 07:17:26;3,233
10.12.2022 07:19:26;3,267
10.12.2022 07:21:26;3,266
10.12.2022 07:23:26;3,3
10.12.2022 07:25:26;3,3
10.12.2022 07:27:26;3,3
10.12.2022 07:29:26;3,267
10.12.2022 07:31:26;3,3
10.12.2022 07:33:26;3,267
10.12.2022 07:35:26;3,233
10.12.2022 07:37:26;3,267
10.12.2022 07:39:26;3,267
10.12.2022 07:41:26;3,267
10.12.2022 07:43:26;3,333
10.12.2022 07:45:26;3,267
10.12.2022 07:47:26;3,3
10.12.2022 07:49:26;3,267
10.12.2022 07:51:26;3,267
10.12.2022 07:53:26;3,266
10.12.2022 07:55:26;3,267
10.12.2022 07:57:26;3,266
10.12.2022 07:59:26;3,3
10.12.2022 08:01:26;3,266
10.12.2022 08:03:26;3,266
10.12.2022 08:05:26;3,3
10.12.2022 08:07:26;3,3
10.12.2022 08:09:26;3,3
10.12.2022 08:11:26;3,266
10.12.2022 08:13:26;3,3
10.12.2022 08:15:26;3,232
10.12.2022 08:17:26;3,3
10.12.2022 08:19:26;3,266
10.12.2022 08:21:26;3,3
10.12.2022 08:23:26;3,232
10.12.2022 08:25:26;3,3
10.12.2022 08:27:26;3,266
10.12.2022 08:29:26;3,266
10.12.2022 08:31:26;3,266
10.12.2022 08:33:26;3,266
10.12.2022 08:35:26;3,334
10.12.2022 08:37:26;3,3
10.12.2022 08:39:26;3,266
10.12.2022 08:41:26;3,232
10.12.2022 08:43:26;3,3
10.12.2022 08:45:26;3,266
10.12.2022 08:47:26;3,232
10.12.2022 08:49:26;3,232
10.12.2022 08:51:26;3,232
10.12.2022 08:53:26;3,232
10.12.2022 08:55:26;3,266
10.12.2022 08:57:26;3,232
10.12.2022 08:59:26;3,232
10.12.2022 09:01:26;3,266
10.12.2022 09:03:26;3,266
10.12.2022 09:05:26;3,266
10.12.2022 09:07:26;3,266
10.12.2022 09:09:26;3,266
10.12.2022 09:11:26;3,233
10.12.2022 09:13:26;3,266
10.12.2022 09:15:26;3,233
10.12.2022 09:17:26;3,199
10.12.2022 09:19:26;3,233
10.12.2022 09:21:26;3,199
10.12.2022 09:23:26;3,165
10.12.2022 09:25:26;3,166
10.12.2022 09:27:26;3,165
10.12.2022 09:29:26;3,233
10.12.2022 09:31:26;3,132
10.12.2022 09:33:26;3,132
10.12.2022 09:35:26;3,199
10.12.2022 09:37:26;3,166
10.12.2022 09:39:26;3,132
10.12.2022 09:41:26;3,165
10.12.2022 09:43:26;3,132
10.12.2022 09:45:26;3,165
10.12.2022 09:47:26;3,131
10.12.2022 09:49:26;3,064
10.12.2022 09:51:26;3,064
10.12.2022 09:53:26;3,097
10.12.2022 09:55:26;3,031
10.12.2022 09:57:26;3,097
10.12.2022 09:59:26;3,03
10.12.2022 10:01:26;3,064
10.12.2022 10:03:26;2,996
10.12.2022 10:05:26;2,996
10.12.2022 10:07:26;2,996
10.12.2022 10:09:26;2,997
10.12.2022 10:11:26;2,997
10.12.2022 10:13:26;2,963
10.12.2022 10:15:26;2,929
10.12.2022 10:17:26;2,929
10.12.2022 10:19:26;2,929
10.12.2022 10:21:26;2,963
10.12.2022 10:23:26;2,896
10.12.2022 10:25:26;2,929
10.12.2022 10:27:26;2,93
10.12.2022 10:29:26;2,896
10.12.2022 10:31:26;2,896
10.12.2022 10:33:26;2,896
10.12.2022 10:35:26;2,896
10.12.2022 10:37:26;2,93
10.12.2022 10:39:26;2,862
10.12.2022 10:41:26;2,896
10.12.2022 10:43:26;2,862
10.12.2022 10:45:26;2,828
10.12.2022 10:47:26;2,93
10.12.2022 10:49:26;2,896
10.12.2022 10:51:26;2,829
10.12.2022 10:53:26;2,863
10.12.2022 10:55:26;2,896
10.12.2022 10:57:26;2,863
10.12.2022 10:59:26;2,863
10.12.2022 11:01:26;2,896
10.12.2022 11:03:26;2,863
10.12.2022 11:05:26;2,829
10.12.2022 11:07:26;2,896
10.12.2022 11:09:26;2,862
10.12.2022 11:11:26;2,862
10.12.2022 11:13:26;2,862
10.12.2022 11:15:26;2,862
10.12.2022 11:17:26;2,828
10.12.2022 11:19:26;2,862
10.12.2022 11:21:26;2,862
10.12.2022 11:23:26;2,896
10.12.2022 11:25:26;2,896
10.12.2022 11:27:26;2,862
10.12.2022 11:29:26;2,896
10.12.2022 11:31:26;2,896
10.12.2022 11:33:26;2,829
10.12.2022 11:35:26;2,862
10.12.2022 11:37:26;2,862
10.12.2022 11:39:26;2,828
10.12.2022 11:41:26;2,829
10.12.2022 11:43:26;2,862
10.12.2022 11:45:26;2,795
10.12.2022 11:47:26;2,862
10.12.2022 11:49:26;2,829
10.12.2022 11:51:26;2,829
10.12.2022 11:53:26;2,829
10.12.2022 11:55:26;2,829
10.12.2022 11:57:26;2,795
10.12.2022 11:59:26;2,829
10.12.2022 12:01:26;2,795
10.12.2022 12:03:26;2,829
10.12.2022 12:05:26;2,761
10.12.2022 12:07:26;2,795
10.12.2022 12:09:26;2,795
10.12.2022 12:11:26;2,762
10.12.2022 12:13:26;2,795
10.12.2022 12:15:26;2,728
10.12.2022 12:17:26;2,762
10.12.2022 12:19:26;2,694
10.12.2022 12:21:26;2,728
10.12.2022 12:23:26;2,728
10.12.2022 12:25:26;2,694
10.12.2022 12:27:26;2,593
10.12.2022 12:29:26;2,694
10.12.2022 12:31:26;2,627
10.12.2022 12:33:26;2,626
10.12.2022 12:35:26;2,593
10.12.2022 12:37:26;2,627
10.12.2022 12:39:26;2,593
10.12.2022 12:41:26;2,559
10.12.2022 12:43:26;2,593
10.12.2022 12:45:26;2,593
10.12.2022 12:47:26;2,593
10.12.2022 12:49:26;2,559
10.12.2022 12:51:26;2,525
10.12.2022 12:53:26;2,559
10.12.2022 12:55:26;2,525
10.12.2022 12:57:26;2,559
10.12.2022 12:59:26;2,559
10.12.2022 13:01:26;2,492
10.12.2022 13:03:26;2,526
10.12.2022 13:05:26;2,492
10.12.2022 13:07:26;2,492
10.12.2022 13:09:26;2,526
10.12.2022 13:11:26;2,56
10.12.2022 13:13:26;2,526
10.12.2022 13:15:26;2,492
10.12.2022 13:17:26;2,458
10.12.2022 13:19:26;2,458
10.12.2022 13:21:26;2,458
10.12.2022 13:23:26;2,526
10.12.2022 13:25:26;2,526
10.12.2022 13:27:26;2,526
10.12.2022 13:29:26;2,492
10.12.2022 13:31:26;2,492
10.12.2022 13:33:26;2,492
10.12.2022 13:35:26;2,526
10.12.2022 13:37:26;2,492
10.12.2022 13:39:26;2,526
10.12.2022 13:41:26;2,559
10.12.2022 13:43:26;2,526
10.12.2022 13:45:26;2,56
10.12.2022 13:47:26;2,56
10.12.2022 13:49:26;2,526
10.12.2022 13:51:26;2,593
10.12.2022 13:53:26;2,526
10.12.2022 13:55:26;2,593
10.12.2022 13:57:26;2,525
10.12.2022 13:59:26;2,525
10.12.2022 14:01:26;2,525
10.12.2022 14:03:26;2,525
10.12.2022 14:05:26;2,525
10.12.2022 14:07:26;2,492
10.12.2022 14:09:26;2,492
10.12.2022 14:11:26;2,526
10.12.2022 14:13:26;2,525
10.12.2022 14:15:26;2,492
10.12.2022 14:17:26;2,492
10.12.2022 14:19:26;2,458
10.12.2022 14:21:26;2,559
10.12.2022 14:23:26;2,525
10.12.2022 14:25:26;2,525
10.12.2022 14:27:26;2,526
10.12.2022 14:29:26;2,525
10.12.2022 14:31:26;2,559
10.12.2022 14:33:26;2,525
10.12.2022 14:35:26;2,559
10.12.2022 14:37:26;2,593
10.12.2022 14:39:26;2,559
10.12.2022 14:41:26;2,593
10.12.2022 14:43:26;2,559
10.12.2022 14:45:26;2,661
10.12.2022 14:47:26;2,593
10.12.2022 14:49:26;2,593
10.12.2022 14:51:26;2,593
10.12.2022 14:53:26;2,627
10.12.2022 14:55:26;2,661
10.12.2022 14:57:26;2,661
10.12.2022 14:59:26;2,661
10.12.2022 15:01:26;2,694
10.12.2022 15:03:26;2,728
10.12.2022 15:05:26;2,762
10.12.2022 15:07:26;2,728
10.12.2022 15:09:26;2,694
10.12.2022 15:11:26;2,728
10.12.2022 15:13:26;2,762
10.12.2022 15:15:26;2,796
10.12.2022 15:17:26;2,762
10.12.2022 15:19:26;2,762
10.12.2022 15:21:26;2,83
10.12.2022 15:23:26;2,796
10.12.2022 15:25:26;2,83
10.12.2022 15:27:26;2,796
10.12.2022 15:29:26;2,863
10.12.2022 15:31:26;2,897
10.12.2022 15:33:26;2,897
10.12.2022 15:35:26;2,863
10.12.2022 15:37:26;2,863
10.12.2022 15:39:26;2,931
10.12.2022 15:41:26;2,931
10.12.2022 15:43:26;2,897
10.12.2022 15:45:26;2,93
10.12.2022 15:47:26;2,897
10.12.2022 15:49:26;2,964
10.12.2022 15:51:26;2,998
10.12.2022 15:53:26;2,896
10.12.2022 15:55:26;2,93
10.12.2022 15:57:26;2,998
10.12.2022 15:59:26;2,998
10.12.2022 16:01:26;3,032
10.12.2022 16:03:26;3,032
10.12.2022 16:05:26;3,032
10.12.2022 16:07:26;3,065
10.12.2022 16:09:26;3,065
10.12.2022 16:11:26;3,065
10.12.2022 16:13:26;3,065
10.12.2022 16:15:26;3,065
10.12.2022 16:17:26;3,031
10.12.2022 16:19:26;3,099
10.12.2022 16:21:26;3,133
10.12.2022 16:23:26;3,133
10.12.2022 16:25:26;3,166
10.12.2022 16:27:26;3,166
