Temperaturlogger wurde am 01.12.2022 um 16:59:45 gestartet.;;;;
Zeitstempel;Sensor 1 [°C];Sensor 2 [°C];Sensor 3 [°C];Sensor 4 [°C]
01.12.2022 17:03:08;37,666;19,432;17,375;20,338
01.12.2022 17:06:08;38,073;19,499;17,375;20,406
01.12.2022 17:09:08;38,243;19,634;17,375;20,609
01.12.2022 17:12:08;38,345;20,005;17,375;20,643
01.12.2022 17:15:08;38,005;19,803;17,307;20,541
01.12.2022 17:18:08;37,904;19,6;17,172;20,474
01.12.2022 17:21:08;37,972;19,668;17,173;20,406
01.12.2022 17:24:08;37,666;19,465;17,071;20,372
01.12.2022 17:27:08;37,462;19,432;17,071;20,304
01.12.2022 17:30:08;37,666;19,432;16,937;20,237
01.12.2022 17:33:09;37,87;19,634;16,97;20,169
01.12.2022 17:36:09;37,768;19,195;16,903;20,169
01.12.2022 17:39:09;37,53;19,364;16,869;20,135
01.12.2022 17:42:09;37,293;19,33;16,835;20,101
01.12.2022 17:45:09;37,7;19,128;16,802;20,067
01.12.2022 17:48:09;37,564;19,229;16,768;20,034
01.12.2022 17:51:09;37,666;19,33;16,768;20,034
01.12.2022 17:54:09;37,598;19,33;16,701;19,966
01.12.2022 17:57:09;37,157;19,33;16,667;19,966
01.12.2022 18:00:09;37,394;19,162;16,633;19,898
01.12.2022 18:03:09;37,768;19,162;16,6;19,898
01.12.2022 18:06:09;37,938;19,128;16,633;19,898
01.12.2022 18:09:09;38,107;19,094;16,6;19,864
01.12.2022 18:12:09;38,005;19,128;16,6;19,831
01.12.2022 18:15:09;37,496;19,094;16,465;19,797
01.12.2022 18:18:09;37,632;19,094;16,566;19,797
01.12.2022 18:21:09;37,938;19,195;16,431;19,797
01.12.2022 18:24:09;37,632;18,926;16,465;19,763
01.12.2022 18:27:09;37,87;19,162;16,465;19,763
01.12.2022 18:30:09;37,632;18,892;16,431;19,763
01.12.2022 18:33:09;37,462;18,993;16,465;19,729
01.12.2022 18:36:09;38,175;18,69;16,397;19,695
01.12.2022 18:39:09;37,326;18,993;16,431;19,729
01.12.2022 18:42:09;37,462;18,791;16,431;19,729
01.12.2022 18:45:09;37,972;18,656;16,431;19,695
01.12.2022 18:48:09;37,734;18,69;16,397;19,662
01.12.2022 18:51:09;37,972;18,858;16,397;19,661
01.12.2022 18:54:09;37,564;18,892;16,397;19,695
01.12.2022 18:57:09;37,7;18,858;16,364;19,628
01.12.2022 19:00:09;38,005;18,454;16,263;19,628
01.12.2022 19:03:09;39,126;19,027;16,397;19,628
01.12.2022 19:06:09;38,82;19,027;16,364;19,628
01.12.2022 19:09:09;39,058;19,094;16,397;19,594
01.12.2022 19:12:09;38,922;19,195;16,397;19,594
01.12.2022 19:15:09;38,854;19,195;16,397;19,628
01.12.2022 19:18:09;38,922;19,364;16,431;19,628
01.12.2022 19:21:09;38,685;19,33;16,465;19,628
01.12.2022 19:24:09;38,141;19,398;16,465;19,628
01.12.2022 19:27:09;36,987;19,364;16,465;19,661
01.12.2022 19:30:09;35,019;19,432;16,499;19,661
01.12.2022 19:33:09;33,798;19,364;16,431;19,662
01.12.2022 19:36:09;32,849;19,398;16,465;19,661
01.12.2022 19:39:09;32,103;19,432;16,498;19,695
01.12.2022 19:42:09;31,798;19,364;16,498;19,662
01.12.2022 19:45:09;31,73;19,398;16,532;19,695
01.12.2022 19:48:09;31,595;19,499;16,566;19,729
01.12.2022 19:51:09;31,358;19,499;16,566;19,763
01.12.2022 19:54:09;31,256;19,465;16,633;19,797
01.12.2022 19:57:09;31,087;19,499;16,633;19,831
01.12.2022 20:00:09;30,985;19,566;16,633;19,831
01.12.2022 20:03:09;31,087;19,566;16,667;19,898
01.12.2022 20:06:09;31,121;19,566;16,667;19,932
01.12.2022 20:09:09;31,358;19,6;16,734;19,932
01.12.2022 20:12:09;31,256;19,6;16,734;19,932
01.12.2022 20:15:09;31,256;19,634;16,734;19,966
01.12.2022 20:18:09;31,154;19,634;16,768;19,966
01.12.2022 20:21:09;31,425;19,668;16,734;19,966
01.12.2022 20:24:09;31,392;19,634;16,768;19,932
01.12.2022 20:27:09;31,324;19,634;16,768;19,898
01.12.2022 20:30:09;31,459;19,566;16,768;19,898
01.12.2022 20:33:09;31,392;19,533;16,768;19,898
01.12.2022 20:36:09;31,087;19,499;16,734;19,898
01.12.2022 20:39:09;31,087;19,6;16,734;19,898
01.12.2022 20:42:09;31,392;19,533;16,768;19,865
01.12.2022 20:45:09;31,493;19,465;16,734;19,898
01.12.2022 20:48:09;31,087;19,533;16,734;19,898
01.12.2022 20:51:09;31,595;19,533;16,734;19,864
01.12.2022 20:54:09;31,663;19,499;16,734;19,864
01.12.2022 20:57:09;31,324;19,533;16,734;19,831
01.12.2022 21:00:09;31,392;19,432;16,734;19,831
01.12.2022 21:03:09;31,29;19,465;16,701;19,831
01.12.2022 21:06:09;31,188;19,465;16,734;19,831
01.12.2022 21:09:09;31,392;19,465;16,701;19,831
01.12.2022 21:12:09;31,459;19,432;16,667;19,831
01.12.2022 21:15:09;31,392;19,432;16,734;19,831
01.12.2022 21:18:09;31,392;19,465;16,701;19,797
01.12.2022 21:21:09;31,527;19,432;16,734;19,797
01.12.2022 21:24:09;31,358;19,432;16,701;19,797
01.12.2022 21:27:09;31,324;19,432;16,701;19,797
01.12.2022 21:30:09;31,459;19,465;16,667;19,797
01.12.2022 21:33:09;31,561;19,432;16,701;19,797
01.12.2022 21:36:09;31,493;19,364;16,667;19,763
01.12.2022 21:39:09;31,29;19,432;16,667;19,763
01.12.2022 21:42:09;31,392;19,364;16,633;19,763
01.12.2022 21:45:09;31,798;19,364;16,667;19,729
01.12.2022 21:48:09;31,968;19,364;16,6;19,729
01.12.2022 21:51:09;31,425;19,364;16,633;19,729
01.12.2022 21:54:09;31,425;19,33;16,633;19,729
01.12.2022 21:57:09;31,358;19,364;16,6;19,729
01.12.2022 22:00:09;31,493;19,33;16,6;19,729
01.12.2022 22:03:09;31,629;19,398;16,633;19,695
01.12.2022 22:06:09;31,527;19,364;16,566;19,729
01.12.2022 22:09:09;31,29;19,364;16,566;19,695
01.12.2022 22:12:09;31,561;19,33;16,6;19,729
01.12.2022 22:15:09;31,561;19,33;16,566;19,695
01.12.2022 22:18:09;31,663;19,297;16,566;19,695
01.12.2022 22:21:09;31,595;19,297;16,566;19,695
01.12.2022 22:24:09;31,358;19,364;16,6;19,662
01.12.2022 22:27:09;31,459;19,364;16,566;19,661
01.12.2022 22:30:09;31,697;19,297;16,532;19,695
01.12.2022 22:33:09;31,324;19,297;16,532;19,662
01.12.2022 22:36:09;31,493;19,364;16,498;19,661
01.12.2022 22:39:09;31,697;19,297;16,532;19,662
01.12.2022 22:42:09;31,73;19,263;16,532;19,662
01.12.2022 22:45:09;31,561;19,263;16,532;19,661
01.12.2022 22:48:09;31,493;19,33;16,532;19,661
01.12.2022 22:51:09;31,697;19,297;16,498;19,628
01.12.2022 22:54:09;31,697;19,263;16,498;19,661
01.12.2022 22:57:09;31,425;19,297;16,498;19,628
01.12.2022 23:00:09;31,595;19,297;16,532;19,661
01.12.2022 23:03:09;31,527;19,229;16,498;19,628
01.12.2022 23:06:09;31,493;19,297;16,465;19,594
01.12.2022 23:09:09;31,527;19,263;16,465;19,594
01.12.2022 23:12:09;31,629;19,297;16,498;19,628
01.12.2022 23:15:09;31,527;19,229;16,465;19,628
01.12.2022 23:18:09;31,629;19,263;16,431;19,628
01.12.2022 23:21:09;31,832;19,229;16,465;19,594
01.12.2022 23:24:09;31,968;19,297;16,465;19,594
01.12.2022 23:27:09;31,663;19,229;16,465;19,628
01.12.2022 23:30:09;31,595;19,297;16,465;19,594
01.12.2022 23:33:09;31,764;19,263;16,431;19,594
01.12.2022 23:36:09;31,764;19,229;16,465;19,594
01.12.2022 23:39:09;31,663;19,297;16,431;19,594
01.12.2022 23:42:09;31,222;19,263;16,465;19,628
01.12.2022 23:45:09;31,697;19,229;16,431;19,594
01.12.2022 23:48:09;31,595;19,263;16,431;19,56
01.12.2022 23:51:09;31,527;19,195;16,431;19,594
01.12.2022 23:54:09;31,459;19,263;16,397;19,594
01.12.2022 23:57:09;31,866;19,263;16,431;19,594
02.12.2022 00:00:09;31,9;19,195;16,431;19,594
02.12.2022 00:03:09;31,561;19,162;16,397;19,56
02.12.2022 00:06:09;31,527;19,229;16,397;19,56
02.12.2022 00:09:09;31,73;19,195;16,397;19,56
02.12.2022 00:12:09;31,595;19,229;16,397;19,526
02.12.2022 00:15:09;31,764;19,195;16,397;19,56
02.12.2022 00:18:09;31,798;19,229;16,397;19,56
02.12.2022 00:21:09;31,798;19,195;16,397;19,56
02.12.2022 00:24:09;31,798;19,195;16,431;19,56
02.12.2022 00:27:09;31,764;19,229;16,397;19,56
02.12.2022 00:30:09;32,171;19,195;16,397;19,56
02.12.2022 00:33:09;31,798;19,162;16,33;19,526
02.12.2022 00:36:09;31,866;19,195;16,364;19,56
02.12.2022 00:39:09;31,764;19,195;16,33;19,526
02.12.2022 00:42:09;31,798;19,229;16,296;19,56
02.12.2022 00:45:09;31,561;19,195;16,33;19,56
02.12.2022 00:48:09;31,663;19,162;16,263;19,526
02.12.2022 00:51:09;31,968;19,195;16,296;19,56
02.12.2022 00:54:09;32,035;19,128;16,33;19,526
02.12.2022 00:57:09;31,866;19,162;16,33;19,526
02.12.2022 01:00:09;31,832;19,195;16,263;19,526
02.12.2022 01:03:09;32,137;19,229;16,296;19,492
02.12.2022 01:06:09;31,9;19,195;16,296;19,526
02.12.2022 01:09:09;31,968;19,162;16,296;19,492
02.12.2022 01:12:09;32,137;19,195;16,296;19,526
02.12.2022 01:15:09;31,798;19,195;16,296;19,526
02.12.2022 01:18:09;31,968;19,195;16,33;19,526
02.12.2022 01:21:09;32,069;19,162;16,33;19,492
02.12.2022 01:24:09;31,968;19,162;16,364;19,526
02.12.2022 01:27:09;32,069;19,162;16,364;19,526
02.12.2022 01:30:09;32,069;19,195;16,364;19,526
02.12.2022 01:33:09;32,205;19,162;16,397;19,526
02.12.2022 01:36:09;31,629;19,195;16,397;19,492
02.12.2022 01:39:09;31,9;19,162;16,364;19,526
02.12.2022 01:42:09;32,103;19,162;16,431;19,526
02.12.2022 01:45:09;31,832;19,195;16,397;19,526
02.12.2022 01:48:09;32,002;19,195;16,431;19,492
02.12.2022 01:51:09;31,73;19,195;16,397;19,492
02.12.2022 01:54:09;31,934;19,196;16,431;19,492
02.12.2022 01:57:09;32,171;19,195;16,431;19,526
02.12.2022 02:00:09;32,002;19,229;16,465;19,526
02.12.2022 02:03:09;32,137;19,195;16,465;19,526
02.12.2022 02:06:09;32,137;19,162;16,465;19,526
02.12.2022 02:09:09;32,035;19,195;16,465;19,492
02.12.2022 02:12:09;31,866;19,128;16,498;19,492
02.12.2022 02:15:09;31,798;19,229;16,499;19,526
02.12.2022 02:18:09;31,832;19,195;16,498;19,526
02.12.2022 02:21:09;32,103;19,162;16,498;19,492
02.12.2022 02:24:09;32,171;19,162;16,498;19,526
02.12.2022 02:27:09;32,002;19,195;16,532;19,492
02.12.2022 02:30:09;31,561;19,195;16,532;19,492
02.12.2022 02:33:09;31,934;19,229;16,6;19,492
02.12.2022 02:36:09;32,035;19,229;16,566;19,526
02.12.2022 02:39:09;32,171;19,195;16,6;19,526
02.12.2022 02:42:09;31,9;19,263;16,633;19,492
02.12.2022 02:45:09;31,866;19,195;17,071;19,526
02.12.2022 02:48:09;31,968;19,162;17,173;19,492
02.12.2022 02:51:09;32,239;19,162;17,172;19,492
02.12.2022 02:54:09;31,934;19,195;17,206;19,526
02.12.2022 02:57:09;31,9;19,195;17,24;19,492
02.12.2022 03:00:09;32,103;19,195;17,173;19,526
02.12.2022 03:03:09;32,002;19,263;17,172;19,492
02.12.2022 03:06:09;31,798;19,229;17,206;19,492
02.12.2022 03:09:09;32,103;19,195;17,206;19,526
02.12.2022 03:12:09;31,73;19,229;17,24;19,526
02.12.2022 03:15:09;32,002;19,229;17,274;19,526
02.12.2022 03:18:09;32,069;19,195;17,206;19,526
02.12.2022 03:21:09;31,968;19,263;17,24;19,526
02.12.2022 03:24:09;31,697;19,195;17,307;19,526
02.12.2022 03:27:09;31,968;19,195;17,274;19,526
02.12.2022 03:30:09;31,866;19,229;17,274;19,526
02.12.2022 03:33:09;31,968;19,195;19,128;19,526
02.12.2022 03:36:09;31,866;19,229;19,263;19,526
02.12.2022 03:39:09;31,561;19,195;19,33;19,492
02.12.2022 03:42:09;32,103;19,229;19,33;19,526
02.12.2022 03:45:09;31,697;19,229;19,297;19,526
02.12.2022 03:48:09;31,73;19,162;19,263;19,526
02.12.2022 03:51:09;31,934;19,195;19,297;19,526
02.12.2022 03:54:09;31,663;19,229;19,33;19,492
02.12.2022 03:57:09;31,9;19,162;19,297;19,526
02.12.2022 04:00:09;31,663;19,229;19,297;19,492
02.12.2022 04:03:09;31,9;19,263;19,33;19,526
02.12.2022 04:06:09;31,358;19,229;19,364;19,526
02.12.2022 04:09:09;31,934;19,195;19,33;19,492
02.12.2022 04:12:09;31,866;19,229;19,364;19,492
02.12.2022 04:15:09;31,866;19,195;19,33;19,526
02.12.2022 04:18:09;31,459;19,195;19,33;19,526
02.12.2022 04:21:09;31,866;19,229;19,297;19,526
02.12.2022 04:24:09;31,493;19,229;19,263;19,526
02.12.2022 04:27:09;31,968;19,229;19,33;19,526
02.12.2022 04:30:09;32,103;19,229;19,263;19,526
02.12.2022 04:33:09;31,9;19,229;19,297;19,526
02.12.2022 04:36:09;31,866;19,229;19,33;19,526
02.12.2022 04:39:09;31,459;19,195;19,297;19,526
02.12.2022 04:42:09;31,493;19,195;19,33;19,526
02.12.2022 04:45:09;31,73;19,263;19,263;19,526
02.12.2022 04:48:09;31,866;19,229;19,263;19,56
02.12.2022 04:51:09;32,035;19,229;19,297;19,526
02.12.2022 04:54:09;31,358;19,263;19,263;19,526
02.12.2022 04:57:09;32,137;19,263;19,297;19,526
02.12.2022 05:00:09;31,764;19,263;19,297;19,526
02.12.2022 05:03:09;31,934;19,229;19,263;19,492
02.12.2022 05:06:09;31,121;19,027;19,735;19,526
02.12.2022 05:09:09;30,68;18,959;19,668;19,526
02.12.2022 05:12:09;31,019;18,42;19,634;19,526
02.12.2022 05:15:09;31,222;18,555;19,634;19,56
02.12.2022 05:18:09;30,85;18,42;19,499;19,526
02.12.2022 05:21:09;31,256;18,251;19,533;19,492
02.12.2022 05:24:09;30,85;18,352;19,499;19,492
02.12.2022 05:27:09;30,782;18,218;19,432;19,492
02.12.2022 05:30:09;30,714;18,285;19,432;19,459
02.12.2022 05:33:09;30,917;18,251;19,364;19,458
02.12.2022 05:36:09;30,07;18,251;19,398;19,425
02.12.2022 05:39:09;31,121;18,049;19,398;19,391
02.12.2022 05:42:09;30,85;18,454;18,825;19,391
02.12.2022 05:45:09;30,578;18,622;19,364;19,391
02.12.2022 05:48:09;31,324;18,116;19,364;19,391
02.12.2022 05:51:09;31,222;18,218;19,33;19,391
02.12.2022 05:54:09;30,985;18,083;19,297;19,357
02.12.2022 05:57:09;30,748;18,015;19,33;19,357
02.12.2022 06:00:09;30,274;18,116;19,263;19,323
02.12.2022 06:03:09;30,307;18,049;19,229;19,323
02.12.2022 06:06:09;30,477;18,083;19,229;19,323
02.12.2022 06:09:09;31,154;18,015;19,229;19,289
02.12.2022 06:12:09;30,985;18,015;19,229;19,323
02.12.2022 06:15:09;31,29;18,015;19,229;19,256
02.12.2022 06:18:09;31,154;17,982;19,162;19,289
02.12.2022 06:21:09;31,866;17,914;19,162;19,255
02.12.2022 06:24:09;33,73;17,948;19,196;19,255
02.12.2022 06:27:09;34,612;17,914;19,128;19,255
02.12.2022 06:30:09;34,68;17,982;19,162;19,255
02.12.2022 06:33:09;35,494;18,015;19,195;19,222
02.12.2022 06:36:09;36,105;18,319;19,162;19,222
02.12.2022 06:39:09;35,426;18,015;19,195;19,222
02.12.2022 06:42:09;36,274;18,049;19,263;19,222
02.12.2022 06:45:09;35,223;18,184;19,263;19,222
02.12.2022 06:48:09;35,392;18,184;19,229;19,188
02.12.2022 06:51:09;35,799;18,218;19,229;19,222
02.12.2022 06:54:09;35,053;18,319;19,263;19,222
02.12.2022 06:57:09;36,207;18,15;19,263;19,222
02.12.2022 07:00:09;36,037;18,083;19,263;19,188
02.12.2022 07:03:09;35,867;18,218;19,263;19,222
02.12.2022 07:06:09;35,562;18,218;19,229;19,188
02.12.2022 07:09:09;35,901;18,116;19,229;19,222
02.12.2022 07:12:09;35,698;18,184;19,195;19,188
02.12.2022 07:15:09;34,85;18,049;19,195;19,188
02.12.2022 07:18:09;34,917;18,251;19,229;19,188
02.12.2022 07:21:09;35,155;18,083;19,195;19,188
02.12.2022 07:24:09;34,782;18,15;19,162;19,188
02.12.2022 07:27:09;34,51;18,15;19,196;19,154
02.12.2022 07:30:09;35,053;18,15;19,162;19,188
02.12.2022 07:33:09;34,782;18,116;19,196;19,154
02.12.2022 07:36:09;34,68;18,251;19,162;19,154
02.12.2022 07:39:09;34,85;18,083;19,162;19,154
02.12.2022 07:42:09;34,443;18,015;19,128;19,154
02.12.2022 07:45:09;34,171;18,184;19,128;19,154
02.12.2022 07:48:09;34,273;18,15;19,162;19,154
02.12.2022 07:51:09;34,239;18,083;19,128;19,12
02.12.2022 07:54:09;34,51;18,251;19,128;19,154
02.12.2022 07:57:09;34,137;18,15;19,128;19,154
02.12.2022 08:00:09;34,714;18,15;19,128;19,12
02.12.2022 08:03:09;34,443;18,015;19,128;19,154
02.12.2022 08:06:09;34,341;18,184;19,128;19,12
02.12.2022 08:09:09;34,036;18,15;19,128;19,12
02.12.2022 08:12:09;33,696;18,049;19,128;19,154
02.12.2022 08:15:09;33,866;18,218;19,094;19,12
02.12.2022 08:18:09;33,764;18,184;19,094;19,154
02.12.2022 08:21:09;33,73;18,184;19,128;19,12
02.12.2022 08:24:09;33,324;18,218;19,128;19,086
02.12.2022 08:27:09;32,747;18,184;19,094;19,12
02.12.2022 08:30:09;33,086;18,116;19,094;19,086
02.12.2022 08:33:09;33,018;18,218;19,061;19,12
02.12.2022 08:36:09;33,324;18,049;19,094;19,12
02.12.2022 08:39:09;35,562;18,352;19,094;19,12
02.12.2022 08:42:09;37,36;18,285;19,094;19,154
02.12.2022 08:45:09;37,87;18,352;19,128;19,12
02.12.2022 08:48:09;36,885;18,386;19,195;19,12
02.12.2022 08:51:09;36,41;18,251;19,195;19,154
02.12.2022 08:54:09;35,358;18,15;19,229;19,12
02.12.2022 08:57:09;35,087;18,352;19,162;19,154
02.12.2022 09:00:09;35,494;18,251;19,229;19,154
02.12.2022 09:03:09;35,46;18,285;19,229;19,154
02.12.2022 09:06:09;35,698;18,319;19,229;19,12
02.12.2022 09:09:09;35,867;18,42;19,229;19,154
02.12.2022 09:12:09;34,917;18,386;19,229;19,154
02.12.2022 09:15:09;34,917;18,319;19,229;19,154
02.12.2022 09:18:09;35,121;18,319;19,263;19,154
02.12.2022 09:21:09;34,951;18,487;19,263;19,154
02.12.2022 09:24:09;35,29;18,656;19,263;19,154
02.12.2022 09:27:09;35,528;18,521;19,263;19,188
02.12.2022 09:30:09;35,223;18,386;19,263;19,188
02.12.2022 09:33:09;34,985;18,184;19,263;19,154
02.12.2022 09:36:09;34,782;18,386;19,263;19,188
02.12.2022 09:39:09;35,664;18,42;19,195;19,188
02.12.2022 09:42:09;35,223;18,589;19,263;19,154
02.12.2022 09:45:09;35,019;18,656;19,195;19,188
02.12.2022 09:48:09;35,46;18,622;19,229;19,222
02.12.2022 09:51:09;34,476;18,622;19,229;19,188
02.12.2022 09:54:09;35,732;18,285;19,263;19,188
02.12.2022 09:57:09;35,019;18,555;19,263;19,222
02.12.2022 10:00:09;35,799;18,319;19,263;19,188
02.12.2022 10:03:09;35,155;18,588;19,229;19,188
02.12.2022 10:06:09;35,324;18,285;19,263;19,188
02.12.2022 10:09:09;35,596;18,521;19,229;19,188
02.12.2022 10:12:09;35,29;18,521;19,263;19,188
02.12.2022 10:15:09;35,324;18,487;19,263;19,222
02.12.2022 10:18:09;35,155;18,319;19,263;19,222
02.12.2022 10:21:09;35,426;18,589;19,263;19,222
02.12.2022 10:24:09;35,121;18,555;19,263;19,222
02.12.2022 10:27:09;35,358;18,791;19,263;19,222
02.12.2022 10:30:09;35,358;18,588;19,297;19,222
02.12.2022 10:33:09;35,358;18,892;19,229;19,222
02.12.2022 10:36:09;35,189;18,825;19,195;19,222
02.12.2022 10:39:09;35,257;18,757;19,195;19,255
02.12.2022 10:42:09;34,85;18,723;19,195;19,222
02.12.2022 10:45:09;35,392;18,656;19,162;19,255
02.12.2022 10:48:09;35,019;18,825;19,229;19,255
02.12.2022 10:51:09;34,85;18,825;19,229;19,255
02.12.2022 10:54:09;35,63;18,791;19,229;19,256
02.12.2022 10:57:09;35,155;18,825;19,229;19,255
02.12.2022 11:00:09;35,087;18,791;19,229;19,222
02.12.2022 11:03:09;35,291;18,589;19,263;19,256
02.12.2022 11:06:09;35,392;18,588;19,229;19,256
02.12.2022 11:09:09;34,85;18,656;19,229;19,255
02.12.2022 11:12:09;35,528;18,622;19,263;19,222
02.12.2022 11:15:09;35,698;18,521;19,229;19,255
02.12.2022 11:18:09;35,155;18,723;19,263;19,255
02.12.2022 11:21:09;35,494;18,352;19,229;19,255
02.12.2022 11:24:09;35,324;18,588;19,229;19,289
02.12.2022 11:27:09;34,578;18,656;19,229;19,256
02.12.2022 11:30:09;35,155;18,319;19,263;19,256
02.12.2022 11:33:09;35,494;18,352;19,229;19,255
02.12.2022 11:36:09;34,917;18,521;19,195;19,255
02.12.2022 11:39:09;34,985;18,588;19,263;19,255
02.12.2022 11:42:09;34,883;18,723;19,229;19,256
02.12.2022 11:45:09;35,019;18,757;19,229;19,256
02.12.2022 11:48:09;35,46;18,42;19,263;19,289
02.12.2022 11:51:09;34,951;18,454;19,263;19,289
02.12.2022 11:54:09;35,29;18,69;19,263;19,289
02.12.2022 11:57:09;35,324;18,69;19,162;19,256
02.12.2022 12:00:09;34,782;18,791;19,162;19,289
02.12.2022 12:03:09;35,392;18,622;19,195;19,289
02.12.2022 12:06:09;34,85;18,892;19,229;19,289
02.12.2022 12:09:09;35,901;18,622;19,229;19,289
02.12.2022 12:12:09;35,257;18,454;19,195;19,289
02.12.2022 12:15:09;34,951;18,521;19,263;19,289
02.12.2022 12:18:09;34,85;18,454;19,229;19,289
02.12.2022 12:21:09;35,392;18,555;19,229;19,255
02.12.2022 12:24:09;35,494;18,588;19,229;19,256
02.12.2022 12:27:09;35,257;18,69;19,229;19,256
02.12.2022 12:30:09;35,053;18,42;19,229;19,256
02.12.2022 12:33:09;34,85;18,42;19,229;19,255
02.12.2022 12:36:09;35,087;18,487;19,195;19,256
02.12.2022 12:39:09;35,155;18,487;19,195;19,289
02.12.2022 12:42:09;35,053;18,42;19,195;19,256
02.12.2022 12:45:09;34,748;18,454;19,229;19,256
02.12.2022 12:48:09;35,494;18,386;19,229;19,289
02.12.2022 12:51:09;35,155;18,487;19,229;19,255
02.12.2022 12:54:09;35,426;18,723;19,229;19,256
02.12.2022 12:57:09;35,223;18,588;19,229;19,255
02.12.2022 13:00:09;35,358;18,184;19,229;19,256
02.12.2022 13:03:09;35,765;18,42;19,229;19,255
02.12.2022 13:06:09;35,799;18,285;19,229;19,289
02.12.2022 13:09:09;35,426;18,218;19,229;19,256
02.12.2022 13:12:09;35,46;18,487;19,229;19,289
02.12.2022 13:15:09;35,867;18,454;19,229;19,289
02.12.2022 13:18:09;35,494;18,386;19,195;19,255
02.12.2022 13:21:09;35,867;19,06;16,802;19,256
02.12.2022 13:24:09;33,968;18,622;16,162;19,289
02.12.2022 13:27:09;35,935;18,825;16,094;19,323
02.12.2022 13:30:09;34,443;18,791;15,993;19,289
02.12.2022 13:33:09;35,833;18,69;15,959;19,323
02.12.2022 13:36:09;35,121;18,454;16,027;19,289
02.12.2022 13:39:09;35,121;18,791;16,06;19,323
02.12.2022 13:42:09;34,985;18,723;16,027;19,289
02.12.2022 13:45:09;35,019;18,352;16,027;19,289
02.12.2022 13:48:09;35,358;18,454;16,027;19,289
02.12.2022 13:51:09;35,562;18,622;15,993;19,289
02.12.2022 13:54:09;35,596;18,656;15,993;19,289
02.12.2022 13:57:09;35,63;18,656;15,993;19,256
02.12.2022 14:00:09;35,426;18,487;15,959;19,289
02.12.2022 14:03:09;35,053;18,69;16,027;19,289
02.12.2022 14:06:09;35,257;18,656;16,027;19,289
02.12.2022 14:09:09;34,782;18,521;15,959;19,289
02.12.2022 14:12:09;35,596;18,42;15,993;19,256
02.12.2022 14:15:09;35,087;18,386;15,959;19,289
02.12.2022 14:18:09;35,562;18,69;16,027;19,289
02.12.2022 14:21:09;35,189;18,487;15,959;19,289
02.12.2022 14:24:09;35,324;18,454;15,993;19,289
02.12.2022 14:27:09;35,765;18,454;15,993;19,289
02.12.2022 14:30:09;35,562;18,656;15,993;19,289
02.12.2022 14:33:09;35,29;18,521;15,993;19,255
02.12.2022 14:36:09;35,562;18,791;15,993;19,289
02.12.2022 14:39:09;35,969;18,42;15,959;19,289
02.12.2022 14:42:09;35,121;18,656;15,959;19,256
02.12.2022 14:45:09;35,562;18,521;15,959;19,255
02.12.2022 14:48:09;35,324;18,386;15,959;19,289
02.12.2022 14:51:09;34,578;18,454;15,959;19,222
02.12.2022 14:54:09;34,782;18,454;15,993;19,256
02.12.2022 14:57:09;35,223;18,42;15,959;19,256
02.12.2022 15:00:09;34,985;18,487;15,993;19,255
02.12.2022 15:03:09;35,019;18,285;15,926;19,255
02.12.2022 15:06:09;34,85;18,454;15,926;19,255
02.12.2022 15:09:09;35,596;18,555;15,892;19,289
02.12.2022 15:12:09;35,426;18,487;15,825;19,255
02.12.2022 15:15:09;34,443;18,656;15,825;19,222
